**********
Total number of connected components: 41948
**********
Word | # Components | Max Degree :# Vertices w/ Max Degree | Word List w/ Max Degree
cryptic                      |   14 |    3 : 1    | ['code'] 
cryptid                      |    5 |    2 : 1    | ['yeti'] 
cryptkeeper                  |    1 |    1 : 1    | ['icky'] 
cryptocracy                  |    4 |    1 : 4    | ['conspiracy', 'illuminati', 'plutocracy', 'theory'] 
cryptogram                   |    3 |    1 : 3    | ['code', 'hidden', 'kryptonite'] 
cryptography                 |    7 |    1 : 7    | ['code', 'confusion', 'graphography', 'message', 'paleontology', 'paranoia', 'password'] 
cryptology                   |    2 |    1 : 2    | ['hieroglyphics', 'turing'] 
cryptozoology                |    2 |    1 : 2    | ['creature', 'shock'] 
crysis                       |    2 |    1 : 2    | ['doom', 'nuculear'] 
crystal                      |   47 |   12 : 1    | ['clear'] 
crystallball                 |    2 |    1 : 2    | ['foretell', 'teller'] 
crystalline                  |    9 |    1 : 9    | ['amorphous', 'graphite', 'lens', 'meth', 'methamphetamine', 'rock', 'structures', 'sugar', 'tin'] 
crystallization              |    2 |    1 : 2    | ['precipitation', 'quartz'] 
crystallizing                |    2 |    1 : 2    | ['fossilising', 'solidifying'] 
crystals                     |   25 |    2 : 1    | ['minerals'] 
crystaltips                  |    2 |    1 : 2    | ['alistair', 'glass'] 
csar                         |    1 |    1 : 1    | ['russia'] 
csi                          |   13 |    3 : 1    | ['miami'] 
css                          |    2 |    1 : 2    | ['cia', 'table'] 
ctd                          |    2 |    1 : 2    | ['psm', 'witcher'] 
cthulhu                      |   11 |    2 : 2    | ['lovecraft', "r'lyeh"] 
cthulu                       |    3 |    1 : 3    | ['bloop', 'lovecraft', 'ocean'] 
ctrl                         |    5 |    2 : 1    | ['shift'] 
cu                           |    1 |    1 : 1    | ['jimmy'] 
cub                          |   25 |   13 : 1    | ['bear'] 
cuba                         |   16 |    4 : 1    | ['cigar'] 
cuban                        |   13 |   10 : 1    | ['cigar'] 
cubby                        |    5 |    2 : 1    | ['hole'] 
cubbyhole                    |    2 |    1 : 2    | ['cranny', 'stash'] 
cube                         |   47 |   37 : 1    | ['ice'] 
cubed                        |    5 |    2 : 2    | ['diced', 'squared'] 
cubes                        |   14 |    6 : 1    | ['ice'] 
cubic                        |    9 |    1 : 9    | ['feet', 'kubrick', 'litre', 'ounces', 'picasso', 'quadratic', 'reciprocity', 'square', 'tetris'] 
cubicle                      |   22 |    5 : 1    | ['office'] 
cubicles                     |    4 |    1 : 4    | ['cubes', 'drones', 'maze', 'workplace'] 
cubit                        |    2 |    1 : 2    | ['ark', 'measurement'] 
cubits                       |    2 |    1 : 2    | ['puppets', 'yards'] 
cuboid                       |    4 |    1 : 4    | ['bone', 'cube', 'cubicle', 'shape'] 
cubone                       |    2 |    1 : 2    | ['battle', 'cuban'] 
cubs                         |    9 |    3 : 1    | ['bears'] 
cucaracha                    |    2 |    1 : 2    | ['roach', 'tango'] 
cuckold                      |    4 |    2 : 1    | ['husband'] 
cuckoldom                    |    2 |    1 : 2    | ['true', 'wedding'] 
cuckoo                       |   16 |    7 : 1    | ['clock'] 
cuckoo's                     |    2 |    1 : 2    | ['clock', 'nest'] 
cucumber                     |   16 |    5 : 1    | ['pickle'] 
cucumbers                    |   10 |    2 : 2    | ['salad', 'tomatoes'] 
cud                          |    3 |    2 : 1    | ['chew'] 
cuddle                       |   21 |    4 : 1    | ['snuggle'] 
cuddles                      |    7 |    1 : 7    | ['bunnies', 'comfort', 'hugs', 'love', 'rabbit', 'snuggles', 'teddy-bear'] 
cuddling                     |    4 |    1 : 4    | ['baby', 'cat', 'love', 'snuggles'] 
cuddly                       |   21 |    6 : 1    | ['soft'] 
cudgel                       |    3 |    2 : 1    | ['baton'] 
cue                          |   17 |    8 : 1    | ['pool'] 
cuff                         |    4 |    2 : 2    | ['hand', 'link'] 
cuffed                       |    2 |    1 : 2    | ['arrested', 'restrained'] 
cufflink                     |    2 |    1 : 2    | ['blazer', 'handcuffs'] 
cufflinks                    |    2 |    1 : 2    | ['chains', 'cuffs'] 
cuffs                        |    5 |    1 : 5    | ['arrest', 'cufflinks', 'hand', 'officer', 'sleeve'] 
cuirass                      |    2 |    1 : 2    | ['armor', 'torso'] 
cuisine                      |   35 |    6 : 1    | ['french'] 
cuisses                      |    2 |    1 : 2    | ['legs', 'thigh'] 
cujo                         |    3 |    2 : 1    | ['king'] 
cukes                        |    2 |    1 : 2    | ['nukes', 'roots'] 
cukoo                        |    2 |    1 : 2    | ['clock', 'wild'] 
culinary                     |    6 |    1 : 6    | ['chef', 'cia', 'meal', 'oxymoron', 'sage', 'vegetables'] 
cull                         |    5 |    2 : 1    | ['badger'] 
culmination                  |    4 |    1 : 4    | ['apex', 'climax', 'finale', 'zenith'] 
culpability                  |    2 |    1 : 2    | ['capabilities', 'guilty'] 
culprit                      |    2 |    1 : 2    | ['butler', 'criminal'] 
cult                         |   44 |    7 : 1    | ['religion'] 
cultists                     |    1 |    1 : 1    | ['robes'] 
cultivate                    |   14 |    1 : 14   | ['colony', 'cream', 'dig', 'farm', 'garden', 'land', 'medical', 'nurture', 'plant', 'plow', 'potential', 'produce', 'soil', 'tend'] 
cultivating                  |    2 |    1 : 2    | ['gardening', 'relationships'] 
cultivation                  |    6 |    1 : 6    | ['ants', 'domesticated', 'farming', 'growth', 'manipulation', 'media'] 
cultivator                   |    2 |    1 : 2    | ['farmer', 'street'] 
cultraids                    |    2 |    1 : 2    | ['atf', 'polygamists'] 
cults                        |    2 |    1 : 2    | ['adults', 'notoriety'] 
cultu                        |    2 |    1 : 2    | ['reti', 'ti'] 
cultural                     |    6 |    1 : 6    | ['artistic', 'customs', 'disease', 'diversity', 'immoral', 'sombrero'] 
culture                      |   72 |    5 : 1    | ['bacteria'] 
cultures                     |    2 |    1 : 2    | ['microbes', 'races'] 
cum                          |    4 |    1 : 4    | ['fenby', 'salty', 'some', 'something'] 
cumberbatch                  |    2 |    1 : 2    | ['benedict', 'surname'] 
cumberbund                   |    1 |    1 : 1    | ['sash'] 
cumbersome                   |   10 |    1 : 10   | ['awkward', 'clumsy', 'difficult', 'encumbrance', 'heavy', 'ponderous', 'tedious', 'tortoise', 'weary', 'words'] 
cumble                       |    2 |    1 : 2    | ['apple', 'crumbs'] 
cumbria                      |    3 |    1 : 3    | ['fells', 'lake', 'parton'] 
cummings                     |    1 |    1 : 1    | ['busty'] 
cumquat                      |    2 |    1 : 2    | ['lychee', 'pomegranate'] 
cumshot                      |    2 |    1 : 2    | ['eye', 'facial'] 
cumulative                   |    2 |    1 : 2    | ['herpes', 'toll'] 
cumulonimbus                 |   10 |    1 : 10   | ['altocumulus', 'anvil', 'cirrus', 'condensation', 'meteorology', 'nimbus', 'raincoat', 'stratosphere', 'unstable', 'yes'] 
cumulous                     |    2 |    1 : 2    | ['cloud', 'nimbus'] 
cumulus                      |    4 |    3 : 1    | ['cloud'] 
cuneiform                    |    3 |    1 : 3    | ['hieroglyphics', 'old', 'script'] 
cunnilingus                  |    4 |    1 : 4    | ['happy', 'lick', 'nice', 'pleasurable'] 
cunning                      |   24 |    4 : 1    | ['fox'] 
cunsomer                     |    2 |    1 : 2    | ['costumer', 'user'] 
cunt                         |    1 |    1 : 1    | ['gripe'] 
cuntt                        |    1 |    1 : 1    | ['irish'] 
cup                          |   79 |   23 : 1    | ['tea'] 
cupboard                     |   11 |    2 : 1    | ['shelves'] 
cupboardtose                 |    1 |    1 : 1    | ['fructose'] 
cupcake                      |    7 |    2 : 1    | ['frosting'] 
cupcakes                     |   14 |    4 : 1    | ['muffins'] 
cupid                        |   19 |    3 : 1    | ['arrow'] 
cupidity                     |    2 |    1 : 2    | ['coveted', 'greed'] 
cuppa                        |    7 |    2 : 1    | ['soup'] 
cups                         |   14 |    3 : 2    | ['coffee', 'glasses'] 
cur                          |    4 |    1 : 4    | ['curling', 'mangey', 'mongrel', 'sir'] 
curaja                       |    2 |    1 : 2    | ['cure', 'maracuja'] 
curator                      |    4 |    3 : 1    | ['museum'] 
curb                         |   10 |    1 : 10   | ['barrier', 'curtail', 'dog', 'edge', 'enthusiasm', 'kerb', 'pavement', 'restrict', 'stomping', 'stop'] 
curd                         |    5 |    4 : 1    | ['whey'] 
curdle                       |    4 |    1 : 4    | ['blood', 'change', 'cheese', 'whipped'] 
curdled                      |    2 |    1 : 2    | ['lactic', 'milk'] 
curds                        |    5 |    4 : 1    | ['whey'] 
cure                         |   53 |    9 : 1    | ['remedy'] 
cured                        |    2 |    1 : 2    | ['lobotomised', 'remedy'] 
cures                        |    3 |    1 : 3    | ['remedies', 'research', 'solutions'] 
curfew                       |    1 |    1 : 1    | ['tag'] 
curiosities                  |    2 |    1 : 2    | ['inquisitive', 'oddities'] 
curiosity                    |   22 |    4 : 1    | ['cat'] 
curious                      |   38 |   13 : 1    | ['george'] 
curiouser                    |    2 |    1 : 2    | ['curious', 'furiouser'] 
curl                         |   10 |    3 : 1    | ['twist'] 
curled                       |    2 |    1 : 2    | ['ribbon', 'rose'] 
curley                       |    1 |    1 : 1    | ['wife'] 
curling                      |    5 |    1 : 5    | ['broom', 'cur', 'curtailing', 'iron', 'rocz'] 
curls                        |    8 |    4 : 1    | ['hair'] 
curly                        |   16 |    4 : 1    | ['fries'] 
curmudgeon                   |    6 |    1 : 6    | ['grinch', 'grouch', 'grumpy', 'mean', 'misanthrope', 'muffins'] 
currant                      |    9 |    3 : 1    | ['current'] 
curren$y                     |    2 |    1 : 2    | ['current', 'peso'] 
currencies                   |    2 |    1 : 2    | ['bank', 'cash'] 
currency                     |   48 |   22 : 1    | ['money'] 
current                      |   57 |    5 : 2    | ['electricity', 'ocean'] 
currently                    |    2 |    1 : 2    | ['now', 'present'] 
currents                     |    4 |    1 : 4    | ['flow', 'oceans', 'raisins', 'sail'] 
curriculum                   |    5 |    2 : 1    | ['class'] 
currier                      |    1 |    1 : 1    | ['ives'] 
curry                        |   38 |    8 : 1    | ['indian'] 
curse                        |   32 |    6 : 1    | ['spell'] 
cursed                       |    3 |    2 : 1    | ['blessed'] 
curses                       |    2 |    1 : 2    | ['darn', 'rats'] 
cursing                      |    2 |    1 : 2    | ['enchanting', 'pox'] 
cursive                      |   13 |    3 : 2    | ['script', 'writing'] 
cursory                      |    4 |    1 : 4    | ['examination', 'perfunctory', 'rapid', 'shallow'] 
curst                        |    2 |    1 : 2    | ['desert', 'wurst'] 
curt                         |    6 |    1 : 6    | ['blunt', 'cross', 'short', 'sporadic', 'terse', 'tundra'] 
curtail                      |    2 |    1 : 2    | ['curb', 'reduce'] 
curtailing                   |    2 |    1 : 2    | ['curling', 'wages'] 
curtain                      |   14 |    4 : 1    | ['call'] 
curtains                     |   20 |    4 : 2    | ['drapes', 'window'] 
curtis                       |    2 |    1 : 2    | ['chef', 'pop'] 
curtsey                      |    3 |    2 : 1    | ['bow'] 
curtsied                     |    2 |    1 : 2    | ['bowed', 'greeted'] 
curtsy                       |    2 |    1 : 2    | ['bow', 'genuflect'] 
curvaceous                   |    4 |    1 : 4    | ['curves', 'disaster', 'figure', 'form'] 
curve                        |   37 |    4 : 2    | ['bell', 'line'] 
curveball                    |    2 |    1 : 2    | ['foul', 'yakker'] 
curves                       |   16 |    1 : 16   | ['ahead', 'circles', 'curvaceous', 'femininity', 'figures', 'highway', 'line', 'lines', 'naval', 'sharp', 'swerves', 'tangent', 'tight', 'turn', 'voluptuous', 'woman'] 
curving                      |    2 |    1 : 2    | ['pattern', 'wood'] 
curvy                        |    9 |    1 : 9    | ['busty', 'female', 'figure', 'mmmmmm', 'plump', 'round', 'sculpter', 'sexy', 'voluptuous'] 
cus                          |    2 |    1 : 2    | ['sing', 'sparta'] 
cushion                      |   23 |    5 : 2    | ['pillow', 'soft'] 
cushions                     |    8 |    1 : 8    | ['bench', 'blanket', 'couch', 'decor', 'padding', 'pillows', 'pin', 'sofa'] 
cushy                        |    6 |    1 : 6    | ['butterfield', 'comfortable', 'kush', 'plush', 'prison', 'soft'] 
cuspids                      |    2 |    1 : 2    | ['dentist', 'teeth'] 
cuss                         |    9 |    1 : 9    | ['bitches', 'blaspheme', 'foe', 'fuss', 'puss', 'slang', 'stubborn', 'swear', 'words'] 
custard                      |   36 |    6 : 1    | ['cream'] 
custer                       |    5 |    2 : 1    | ['general'] 
